smarts	smarts_inner_marked	smarts_marked_oxygen
[#6]1[#6][#6][#6][#16][#6]12[#6][#8][#6]2	[#6]1[#6][#6][#6][#16][#6]12[#6:2][#8][#6]2	[#6]2([#6]1([#6][#6][#6][#6][#16]1)[#6](#[#8])[#8]2)
[#6]1[#6][#6][#6][#16][#6]12[#6][#8][#6]2	[#6]1[#6][#6][#6][#16][#6]12[#6][#8][#6:2]2	[#6]2([#6]1([#6][#6][#6][#6][#16]1)[#6](#[#8])[#8]2)
[#6]1[#6][#6][#6][#7][#6]12[#6][#8][#6]2	[#6:2]1[#6][#6][#6][#7][#6]12[#6][#8][#6]2	[#6]2([#6]1([#6]([#6][#6][#6][#7]1)#[#8])[#6][#8]2)
[#6]1[#6][#6][#6][#7][#6]12[#6][#8][#6]2	[#6]1[#6:2][#6][#6][#7][#6]12[#6][#8][#6]2	[#6]2([#6]1([#6][#6]([#6][#6][#7]1)#[#8])[#6][#8]2)
[#6]1[#6][#6][#6][#7][#6]12[#6][#8][#6]2	[#6]1[#6][#6:2][#6][#7][#6]12[#6][#8][#6]2	[#6]2([#6]1([#6][#6][#6]([#6][#7]1)#[#8])[#6][#8]2)
[#6]1[#6][#6][#6][#7][#6]12[#6][#8][#6]2	[#6]1[#6][#6][#6:2][#7][#6]12[#6][#8][#6]2	[#6]2([#6]1([#6][#6][#6][#6]([#7]1)#[#8])[#6][#8]2)
[#6]1[#6][#6][#6][#7][#6]12[#6][#8][#6]2	[#6]1[#6][#6][#6][#7:2][#6]12[#6][#8][#6]2	[#6]2([#6]1([#6][#6][#6][#6][#7]1#[#8])[#6][#8]2)
[#6]1[#6][#6][#6][#7][#6]12[#6][#8][#6]2	[#6]1[#6][#6][#6][#7][#6]12[#6:2][#8][#6]2	[#6]2([#6]1([#6][#6][#6][#6][#7]1)[#6](#[#8])[#8]2)
[#6]1[#6][#6][#6][#7][#6]12[#6][#8][#6]2	[#6]1[#6][#6][#6][#7][#6]12[#6][#8][#6:2]2	[#6]2([#6]1([#6][#6][#6][#6][#7]1)[#6](#[#8])[#8]2)
[#6]1[#6][#6][#8][#6][#6]12[#6][#8][#6]2	[#6:2]1[#6][#6][#8][#6][#6]12[#6][#8][#6]2	[#6]2([#6][#6]([#6]1([#6][#8][#6]1)[#6][#8]2)#[#8])
[#6]1[#6][#6][#8][#6][#6]12[#6][#8][#6]2	[#6]1[#6:2][#6][#8][#6][#6]12[#6][#8][#6]2	[#6]2([#6]([#6][#6]1([#6][#8][#6]1)[#6][#8]2)#[#8])
[#6]1[#6][#6][#8][#6][#6]12[#6][#8][#6]2	[#6]1[#6][#6:2][#8][#6][#6]12[#6][#8][#6]2	[#6]2([#6]1([#6][#6][#6](#[#8])[#8][#6]1)[#6][#8]2)
[#6]1[#6][#6][#8][#6][#6]12[#6][#8][#6]2	[#6]1[#6][#6][#8][#6:2][#6]12[#6][#8][#6]2	[#6]1([#6][#6][#6]2([#6](#[#8])[#8]1)([#6][#8][#6]2))
[#6]1[#6][#6][#8][#6][#6]12[#6][#8][#6]2	[#6]1[#6][#6][#8][#6][#6]12[#6:2][#8][#6]2	[#6]2([#6][#6][#6]1([#6](#[#8])[#8][#6]1)[#6][#8]2)
[#6]1[#6][#6][#8][#6][#6]12[#6][#8][#6]2	[#6]1[#6][#6][#8][#6][#6]12[#6][#8][#6:2]2	[#6]2([#6][#6][#6]1([#6](#[#8])[#8][#6]1)[#6][#8]2)
[#6]1[#6][#6][#16][#6][#6]12[#6][#8][#6]2	[#6:2]1[#6][#6][#16][#6][#6]12[#6][#8][#6]2	[#6]2([#6]1([#6]([#6][#6][#16][#6]1)#[#8])[#6][#8]2)
[#6]1[#6][#6][#16][#6][#6]12[#6][#8][#6]2	[#6]1[#6:2][#6][#16][#6][#6]12[#6][#8][#6]2	[#6]2([#6]1([#6][#6]([#6][#16][#6]1)#[#8])[#6][#8]2)
[#6]1[#6][#6][#16][#6][#6]12[#6][#8][#6]2	[#6]1[#6][#6:2][#16][#6][#6]12[#6][#8][#6]2	[#6]2([#6]1([#6][#6][#6]([#16][#6]1)#[#8])[#6][#8]2)
[#6]1[#6][#6][#16][#6][#6]12[#6][#8][#6]2	[#6]1[#6][#6][#16:2][#6][#6]12[#6][#8][#6]2	[#6]2([#6]1([#6][#6][#6][#16]([#6]1)#[#8])[#6][#8]2)
[#6]1[#6][#6][#16][#6][#6]12[#6][#8][#6]2	[#6]1[#6][#6][#16][#6:2][#6]12[#6][#8][#6]2	[#6]2([#6]1([#6][#6][#6][#16][#6]1#[#8])[#6][#8]2)
[#6]1[#6][#6][#16][#6][#6]12[#6][#8][#6]2	[#6]1[#6][#6][#16][#6][#6]12[#6:2][#8][#6]2	[#6]2([#6]1([#6][#6][#6][#16][#6]1)[#6](#[#8])[#8]2)
[#6]1[#6][#6][#16][#6][#6]12[#6][#8][#6]2	[#6]1[#6][#6][#16][#6][#6]12[#6][#8][#6:2]2	[#6]2([#6]1([#6][#6][#6][#16][#6]1)[#6](#[#8])[#8]2)
[c]1([#7]=[#7][#6]2)[c]2[c][c][c][c]1	c12[#7]=[#7][#6:2]c1cccc2	[#6]1([#7]=[#7][c]2([c]1[c][c][c][c]2))#[#8]
[c]1([#7]=[#7][#6]2)[c]2[c][c][c][c]1	c12[#7]=[#7][#6]c1[c:2]ccc2	[#6]1([#7]=[#7][c]2([c]1[c](#[#8])[c][c][c]2))
[c]1([#7]=[#7][#6]2)[c]2[c][c][c][c]1	c12[#7]=[#7][#6]c1c[c:2]cc2	[#6]1([#7]=[#7][c]2([c]1[c][c](#[#8])[c][c]2))
[c]1([#7]=[#7][#6]2)[c]2[c][c][c][c]1	c12[#7]=[#7][#6]c1cc[c:2]c2	[#6]1([#7]=[#7][c]2([c][c](#[#8])[c][c][c]12))
[c]1([#7]=[#7][#6]2)[c]2[c][c][c][c]1	c12[#7]=[#7][#6]c1ccc[c:2]2	[#6]1([#7]=[#7][c]2([c](#[#8])[c][c][c][c]12))
[#6@@H]1([#6]2)[#8][#6][#6@H]2[#6]1	[#6]1[#6@@&H1:2]2[#8][#6][#6@&H1]1[#6]2	[#6]2([#6;H1]1([#6][#[#6;H1]#6]1)(#[#8])[#8]2))
[#6@@H]1([#6]2)[#8][#6][#6@H]2[#6]1	[#6:2]1[#6@@&H1]2[#8][#6][#6@&H1]1[#6]2	[#6]2([#6;H1]1([#6][[#6;H1][#6]1#[#8])[#8]2))
[#6@@H]1([#6]2)[#8][#6][#6@H]2[#6]1	[#6]1[#6@@&H1]2[#8][#6:2][#6@&H1]1[#6]2	[#6]1([#6;H1]2([#6][#[#6;H1]#6](#[#8])[#8]2))
[#6@@H]1([#6]2)[#8][#6][#6@H]2[#6]1	[#6]1[#6@@&H1]2[#8][#6][#6@&H1:2]1[#6]2	[#6]1([#6;H1]2([#6][#[#6;H1][#6][#8]2)#[#8]))
[#6@@H]1([#6]2)[#8][#6][#6@H]2[#6]1	[#6]1[#6@@&H1]2[#8][#6][#6@&H1]1[#6:2]2	[#6]2([#6;H1]1([#6][#[#6;H1]#6]1#[#8])[#8]2))
[#6]1-[#6@@H]2-[#6]-[#6@H](-[#6]-1)-[#8]-[#6]-2	[#6:2]1-[#6@@&H1]2-[#6]-[#6@&H1](-[#6]-1)-[#8]-[#6]-2	[#6]1(-[#6]-[#6;H1]2(-[#6]-[#[#6;H1]-[#6]-[#8]-2))#[#8]
[#6]1-[#6@@H]2-[#6]-[#6@H](-[#6]-1)-[#8]-[#6]-2	[#6]1-[#6@@&H1:2]2-[#6]-[#6@&H1](-[#6]-1)-[#8]-[#6]-2	[#6]1(-[#6]-[#6;H1]2(-[#6]-[#[#6;H1](-[#6]-[#8]-2)#[#8]))
[#6]1-[#6@@H]2-[#6]-[#6@H](-[#6]-1)-[#8]-[#6]-2	[#6]1-[#6@@&H1]2-[#6:2]-[#6@&H1](-[#6]-1)-[#8]-[#6]-2	[#6]1(-[#6]-[#6;H1]2(-[#6](-[#[#6;H1]-[#6]-[#8]-2)#[#8]))
[#6]1-[#6@@H]2-[#6]-[#6@H](-[#6]-1)-[#8]-[#6]-2	[#6]1-[#6@@&H1]2-[#6]-[#6@&H1:2](-[#6]-1)-[#8]-[#6]-2	[#6]1(-[#6]-[#6;H1]2(-[#6]-[[#6;H1]1-[#6]-[#8]-2)#[#8])
[#6]1-[#6@@H]2-[#6]-[#6@H](-[#6]-1)-[#8]-[#6]-2	[#6]1-[#6@@&H1]2-[#6]-[#6@&H1](-[#6:2]-1)-[#8]-[#6]-2	[#6]1(-[#6](-[#6;H1]2(-[#6]-[#[#6;H1]-[#6]-[#8]-2))#[#8])
[#6]1-[#6@@H]2-[#6]-[#6@H](-[#6]-1)-[#8]-[#6]-2	[#6]1-[#6@@&H1]2-[#6]-[#6@&H1](-[#6]-1)-[#8]-[#6:2]-2	[#6]1(-[#6]-[#6;H1]2(-[#6]-[#[#6;H1]-[#6](#[#8])-[#8]-2))
[#6]1-[#6@H]2-[#8]-[#6@@H](-[#6]-1)-[#6]-[#6]-2	[#6:2]1-[#6@&H1]2-[#8]-[#6@@&H1](-[#6]-1)-[#6]-[#6]-2	[#6]1(-[#6](-[#6;H1]2(-[#6]-[#6]-[#[#6;H1]-[#8]-2))#[#8])
[#6]1-[#6@H]2-[#8]-[#6@@H](-[#6]-1)-[#6]-[#6]-2	[#6]1-[#6@&H1:2]2-[#8]-[#6@@&H1](-[#6]-1)-[#6]-[#6]-2	[#6]1(-[#6]-[#6;H1]2(-[#6]-[#6]-[#[#6;H1](#[#8])-[#8]-2))
[#6]1-[#6@H]2-[#8]-[#6@@H](-[#6]-1)-[#6]-[#6]-2	[#6]1-[#6@&H1]2-[#8]-[#6@@&H1:2](-[#6]-1)-[#6]-[#6]-2	[#6]1(-[#6]-[#6;H1]2(-[#6]-[#6]-[#[#6;H1](#[#8])-[#8]-2))
[#6]1-[#6@H]2-[#8]-[#6@@H](-[#6]-1)-[#6]-[#6]-2	[#6]1-[#6@&H1]2-[#8]-[#6@@&H1](-[#6:2]-1)-[#6]-[#6]-2	[#6]1(-[#6](-[#6;H1]2(-[#6]-[#6]-[#[#6;H1]-[#8]-2))#[#8])
[#6]1-[#6@H]2-[#8]-[#6@@H](-[#6]-1)-[#6]-[#6]-2	[#6]1-[#6@&H1]2-[#8]-[#6@@&H1](-[#6]-1)-[#6:2]-[#6]-2	[#6]1(-[#6](-[#6;H1]2(-[#6]-[#6]-[[#6;H1]1-[#8]-2))#[#8])
[#6]1-[#6@H]2-[#8]-[#6@@H](-[#6]-1)-[#6]-[#6]-2	[#6]1-[#6@&H1]2-[#8]-[#6@@&H1](-[#6]-1)-[#6]-[#6:2]-2	[#6]1(-[#6](-[#6;H1]2(-[#6]-[#6]-[[#6;H1]1-[#8]-2))#[#8])
[#6@@H]1([#6]2)[#7H][#6][#6@H]2[#6]1	[#6]1[#6@@&H1:2]2[#7&H1][#6][#6@&H1]1[#6]2	[#6]1([#6;H1]2([#6][#[#6;H1]#6][#7;H1]2)#[#8])
[#6@@H]1([#6]2)[#7H][#6][#6@H]2[#6]1	[#6:2]1[#6@@&H1]2[#7&H1][#6][#6@&H1]1[#6]2	[#6]1([#6;H1]2([#6]([#[#6;H1]#6][#7;H1]2)#[#8]))
[#6@@H]1([#6]2)[#7H][#6][#6@H]2[#6]1	[#6]1[#6@@&H1]2[#7&H1:2][#6][#6@&H1]1[#6]2	[#6]1([#6;H1]2([#6][#[#6;H1]#6][#7;H1]2#[#8]))
[#6@@H]1([#6]2)[#7H][#6][#6@H]2[#6]1	[#6]1[#6@@&H1]2[#7&H1][#6:2][#6@&H1]1[#6]2	[#6]1([#6;H1]2([#6][#[#6;H1]#6]([#7;H1]2)#[#8]))
[#6@@H]1([#6]2)[#7H][#6][#6@H]2[#6]1	[#6]1[#6@@&H1]2[#7&H1][#6][#6@&H1:2]1[#6]2	[#6]1([#6;H1]2([#6][#[#6;H1][#6][#7;H1]2)#[#8]))
[#6@@H]1([#6]2)[#7H][#6][#6@H]2[#6]1	[#6]1[#6@@&H1]2[#7&H1][#6][#6@&H1]1[#6:2]2	[#6]1([#6;H1]2([#6]([[#6;H1][#6][#7;H1]2)#[#8]))
[#6]1-[#6@@H]2-[#6]-[#6@H](-[#6]-1)-[#7]-[#6]-2	[#6:2]1-[#6@@&H1]2-[#6]-[#6@&H1](-[#6]-1)-[#7]-[#6]-2	[#6]1(-[#6]-[#6;H1]2(-[#6]-[#[#6;H1]-[#6]-[#7]-2))#[#8]
[#6]1-[#6@@H]2-[#6]-[#6@H](-[#6]-1)-[#7]-[#6]-2	[#6]1-[#6@@&H1:2]2-[#6]-[#6@&H1](-[#6]-1)-[#7]-[#6]-2	[#6]1(-[#6]-[#6;H1]2(-[#6]-[#[#6;H1](-[#6]-[#7]-2)#[#8]))
[#6]1-[#6@@H]2-[#6]-[#6@H](-[#6]-1)-[#7]-[#6]-2	[#6]1-[#6@@&H1]2-[#6:2]-[#6@&H1](-[#6]-1)-[#7]-[#6]-2	[#6]1(-[#6]-[#6;H1]2(-[#6](-[#[#6;H1]-[#6]-[#7]-2)#[#8]))
[#6]1-[#6@@H]2-[#6]-[#6@H](-[#6]-1)-[#7]-[#6]-2	[#6]1-[#6@@&H1]2-[#6]-[#6@&H1:2](-[#6]-1)-[#7]-[#6]-2	[#6]1(-[#6]-[#6;H1]2(-[#6]-[[#6;H1]1-[#6]-[#7]-2)#[#8])
[#6]1-[#6@@H]2-[#6]-[#6@H](-[#6]-1)-[#7]-[#6]-2	[#6]1-[#6@@&H1]2-[#6]-[#6@&H1](-[#6:2]-1)-[#7]-[#6]-2	[#6]1(-[#6](-[#6;H1]2(-[#6]-[#[#6;H1]-[#6]-[#7]-2))#[#8])
[#6]1-[#6@@H]2-[#6]-[#6@H](-[#6]-1)-[#7]-[#6]-2	[#6]1-[#6@@&H1]2-[#6]-[#6@&H1](-[#6]-1)-[#7:2]-[#6]-2	[#6]1(-[#6]-[#6;H1]2(-[#6]-[#[#6;H1]-[#6]-[#7]-2#[#8]))
[#6]1-[#6@@H]2-[#6]-[#6@H](-[#6]-1)-[#7]-[#6]-2	[#6]1-[#6@@&H1]2-[#6]-[#6@&H1](-[#6]-1)-[#7]-[#6:2]-2	[#6]1(-[#6]-[#6;H1]2(-[#6]-[#[#6;H1]-[#6](-[#7]-2)#[#8]))
[#6]1-[#6@H]2-[#7]-[#6@@H](-[#6]-1)-[#6]-[#6]-2	[#6:2]1-[#6@&H1]2-[#7]-[#6@@&H1](-[#6]-1)-[#6]-[#6]-2	[#6]1(-[#6](-[#6;H1]2(-[#6]-[#6]-[#[#6;H1]-[#7]-2))#[#8])
[#6]1-[#6@H]2-[#7]-[#6@@H](-[#6]-1)-[#6]-[#6]-2	[#6]1-[#6@&H1:2]2-[#7]-[#6@@&H1](-[#6]-1)-[#6]-[#6]-2	[#6]1(-[#6]-[#6;H1]2(-[#6]-[#6]-[#[#6;H1](-[#7]-2)#[#8]))
[#6]1-[#6@H]2-[#7]-[#6@@H](-[#6]-1)-[#6]-[#6]-2	[#6]1-[#6@&H1]2-[#7:2]-[#6@@&H1](-[#6]-1)-[#6]-[#6]-2	[#6]1(-[#6]-[#6;H1]2(-[#6]-[#6]-[#[#6;H1]-[#7]-2#[#8]))
[#6]1-[#6@H]2-[#7]-[#6@@H](-[#6]-1)-[#6]-[#6]-2	[#6]1-[#6@&H1]2-[#7]-[#6@@&H1:2](-[#6]-1)-[#6]-[#6]-2	[#6]1(-[#6]-[#6;H1]2(-[#6]-[#6]-[#[#6;H1](-[#7]-2)#[#8]))
[#6]1-[#6@H]2-[#7]-[#6@@H](-[#6]-1)-[#6]-[#6]-2	[#6]1-[#6@&H1]2-[#7]-[#6@@&H1](-[#6:2]-1)-[#6]-[#6]-2	[#6]1(-[#6](-[#6;H1]2(-[#6]-[#6]-[#[#6;H1]-[#7]-2))#[#8])
[#6]1-[#6@H]2-[#7]-[#6@@H](-[#6]-1)-[#6]-[#6]-2	[#6]1-[#6@&H1]2-[#7]-[#6@@&H1](-[#6]-1)-[#6:2]-[#6]-2	[#6]1(-[#6](-[#6;H1]2(-[#6]-[#6]-[[#6;H1]1-[#7]-2))#[#8])
[#6]1-[#6@H]2-[#7]-[#6@@H](-[#6]-1)-[#6]-[#6]-2	[#6]1-[#6@&H1]2-[#7]-[#6@@&H1](-[#6]-1)-[#6]-[#6:2]-2	[#6]1(-[#6](-[#6;H1]2(-[#6]-[#6]-[[#6;H1]1-[#7]-2))#[#8])
[#6]1-[#6@H]2-[#6]-[#6@@H](-[#6]=1)-[#6]=[#6]-2	[#6:2]1-[#6@&H1]2-[#6]-[#6@@&H1](-[#6]=1)-[#6]=[#6]-2	[#6]1(=[#6](-[#6;H1]2(-[#6]=[#6]-[#[#6;H1]-[#6]-2))#[#8])
[#6]1-[#6@H]2-[#6]-[#6@@H](-[#6]=1)-[#6]=[#6]-2	[#6]1-[#6@&H1:2]2-[#6]-[#6@@&H1](-[#6]=1)-[#6]=[#6]-2	[#6]1(=[#6]-[#6;H1]2(-[#6]=[#6]-[#[#6;H1](-[#6]-2)#[#8]))
[#6]1-[#6@H]2-[#6]-[#6@@H](-[#6]=1)-[#6]=[#6]-2	[#6]1-[#6@&H1]2-[#6:2]-[#6@@&H1](-[#6]=1)-[#6]=[#6]-2	[#6]1(=[#6]-[#6;H1]2(-[#6]=[#6]-[#[#6;H1]-[#6]-2#[#8]))
[#6]1-[#6@H]2-[#6]-[#6@@H](-[#6]=1)-[#6]=[#6]-2	[#6]1-[#6@&H1]2-[#6]-[#6@@&H1:2](-[#6]=1)-[#6]=[#6]-2	[#6]1(=[#6]-[#6;H1]2(-[#6]=[#6]-[#[#6;H1](-[#6]-2)#[#8]))
[#6]1-[#6@H]2-[#6]-[#6@@H](-[#6]=1)-[#6]=[#6]-2	[#6]1-[#6@&H1]2-[#6]-[#6@@&H1](-[#6:2]=1)-[#6]=[#6]-2	[#6]1(=[#6](-[#6;H1]2(-[#6]=[#6]-[#[#6;H1]-[#6]-2))#[#8])
[#6]1-[#6@H]2-[#6]-[#6@@H](-[#6]=1)-[#6]=[#6]-2	[#6]1-[#6@&H1]2-[#6]-[#6@@&H1](-[#6]=1)-[#6:2]=[#6]-2	[#6]1(=[#6](-[#6;H1]2(-[#6]=[#6]-[[#6;H1]1-[#6]-2))#[#8])
[#6]1-[#6@H]2-[#6]-[#6@@H](-[#6]=1)-[#6]=[#6]-2	[#6]1-[#6@&H1]2-[#6]-[#6@@&H1](-[#6]=1)-[#6]=[#6:2]-2	[#6]1(=[#6](-[#6;H1]2(-[#6]=[#6]-[[#6;H1]1-[#6]-2))#[#8])
[#6]1-[#6@@H]2-[#6]-[#6@H](-[#6]-1)-[#6]=[#6]-2	[#6:2]1-[#6@@&H1]2-[#6]-[#6@&H1](-[#6]-1)-[#6]=[#6]-2	[#6]1(=[#6]-[#6;H1]2(-[#6](-[#6]-[#[#6;H1]-[#6]-2)#[#8]))
[#6]1-[#6@@H]2-[#6]-[#6@H](-[#6]-1)-[#6]=[#6]-2	[#6]1-[#6@@&H1:2]2-[#6]-[#6@&H1](-[#6]-1)-[#6]=[#6]-2	[#6]1(=[#6]-[#6;H1]2(-[#6]-[#6]-[#[#6;H1](-[#6]-2)#[#8]))
[#6]1-[#6@@H]2-[#6]-[#6@H](-[#6]-1)-[#6]=[#6]-2	[#6]1-[#6@@&H1]2-[#6:2]-[#6@&H1](-[#6]-1)-[#6]=[#6]-2	[#6]1(=[#6]-[#6;H1]2(-[#6]-[#6]-[#[#6;H1]-[#6]-2#[#8]))
[#6]1-[#6@@H]2-[#6]-[#6@H](-[#6]-1)-[#6]=[#6]-2	[#6]1-[#6@@&H1]2-[#6]-[#6@&H1:2](-[#6]-1)-[#6]=[#6]-2	[#6]1(=[#6]-[#6;H1]2(-[#6]-[#6]-[#[#6;H1](-[#6]-2)#[#8]))
[#6]1-[#6@@H]2-[#6]-[#6@H](-[#6]-1)-[#6]=[#6]-2	[#6]1-[#6@@&H1]2-[#6]-[#6@&H1](-[#6:2]-1)-[#6]=[#6]-2	[#6]1(=[#6]-[#6;H1]2(-[#6](-[#6]-[#[#6;H1]-[#6]-2)#[#8]))
[#6]1-[#6@@H]2-[#6]-[#6@H](-[#6]-1)-[#6]=[#6]-2	[#6]1-[#6@@&H1]2-[#6]-[#6@&H1](-[#6]-1)-[#6:2]=[#6]-2	[#6]1(=[#6](-[#6;H1]2(-[#6]-[#6]-[#[#6;H1]-[#6]-2))#[#8])
[#6]1-[#6@@H]2-[#6]-[#6@H](-[#6]-1)-[#6]=[#6]-2	[#6]1-[#6@@&H1]2-[#6]-[#6@&H1](-[#6]-1)-[#6]=[#6:2]-2	[#6]1(=[#6](-[#6;H1]2(-[#6]-[#6]-[#[#6;H1]-[#6]-2))#[#8])
c1ccc([!H][I]c2ccccc2)cc1	[c:2]1ccc([!H1]Ic2ccccc2)cc1	[I]([c]1([c][c][c][c][c]1))[!H1][c]2([c][c][c](#[#8])[c][c]2)
c1ccc([!H][I]c2ccccc2)cc1	c1[c:2]cc([!H1]Ic2ccccc2)cc1	[I]([c]1([c][c][c][c][c]1))[!H1][c]2([c][c](#[#8])[c][c][c]2)
c1ccc([!H][I]c2ccccc2)cc1	c1c[c:2]c([!H1]Ic2ccccc2)cc1	[I]([c]1([c][c][c][c][c]1))[!H1][c]2([c](#[#8])[c][c][c][c]2)
c1ccc([!H][I]c2ccccc2)cc1	c1ccc([!H1:2]Ic2ccccc2)cc1	[I]([c]1([c][c][c][c][c]1))[!H1](#[#8])[c]2([c][c][c][c][c]2)
c1ccc([!H][I]c2ccccc2)cc1	c1ccc([!H1]Ic2[c:2]cccc2)cc1	[I]([c]1([c](#[#8])[c][c][c][c]1))[!H1][c]2([c][c][c][c][c]2)
c1ccc([!H][I]c2ccccc2)cc1	c1ccc([!H1]Ic2c[c:2]ccc2)cc1	[I]([c]1([c][c](#[#8])[c][c][c]1))[!H1][c]2([c][c][c][c][c]2)
c1ccc([!H][I]c2ccccc2)cc1	c1ccc([!H1]Ic2cc[c:2]cc2)cc1	[I]([c]1([c][c][c](#[#8])[c][c]1))[!H1][c]2([c][c][c][c][c]2)
c1ccc([!H][I]c2ccccc2)cc1	c1ccc([!H1]Ic2ccc[c:2]c2)cc1	[I]([c]1([c][c](#[#8])[c][c][c]1))[!H1][c]2([c][c][c][c][c]2)
c1ccc([!H][I]c2ccccc2)cc1	c1ccc([!H1]Ic2cccc[c:2]2)cc1	[I]([c]1([c](#[#8])[c][c][c][c]1))[!H1][c]2([c][c][c][c][c]2)
c1ccc([!H][I]c2ccccc2)cc1	c1ccc([!H1]Ic2ccccc2)[c:2]c1	[I]([c]1([c][c][c][c][c]1))[!H1][c]2([c](#[#8])[c][c][c][c]2)
c1ccc([!H][I]c2ccccc2)cc1	c1ccc([!H1]Ic2ccccc2)c[c:2]1	[I]([c]1([c][c][c][c][c]1))[!H1][c]2([c][c](#[#8])[c][c][c]2)
[#6][#6]1[#6][#7][#6](=[#8])[#7][#6]1=[#8]	[#6:2][#6]1[#6][#7][#6](=[#8])[#7][#6]1=[#8]	[#6]([#6]1([#6]([#7][#6]([#7][#6]1)=[#8])=[#8]))#[#8]
[#6][#6]1[#6][#7][#6](=[#8])[#7][#6]1=[#8]	[#6][#6:2]1[#6][#7][#6](=[#8])[#7][#6]1=[#8]	[#6]1([#6]([#6])([#6][#7][#6]([#7]1)=[#8])#[#8])=[#8]
[#6][#6]1[#6][#7][#6](=[#8])[#7][#6]1=[#8]	[#6][#6]1[#6:2][#7][#6](=[#8])[#7][#6]1=[#8]	[#6]1([#6]([#6])[#6]([#7][#6]([#7]1)=[#8])#[#8])=[#8]
[#6][#6]1[#6][#7][#6](=[#8])[#7][#6]1=[#8]	[#6][#6]1[#6][#7:2][#6](=[#8])[#7][#6]1=[#8]	[#6]1([#6]([#6])[#6]([#7][#6]([#7]1#[#8])=[#8])=[#8])
[#6][#6]1[#6][#7][#6](=[#8])[#7][#6]1=[#8]	[#6][#6]1[#6][#7][#6](=[#8])[#7:2][#6]1=[#8]	[#6]1([#6]([#6])[#6][#7][#6]([#7]1#[#8])=[#8])=[#8]
[c]1(=[#8])[c]([#6])[c][n][c](=[#8])[n]1	c1(=[#8])c([#6:2])cnc(=[#8])n1	[#6](#[#8])[c]1([c]([n][c]([n][c]1)=[#8])=[#8])
[c]1(=[#8])[c]([#6])[c][n][c](=[#8])[n]1	c1(=[#8])c([#6])[c:2]nc(=[#8])n1	[#6][c]1([c]([n][c]([n][c]1#[#8])=[#8])=[#8])
[c]1(=[#8])[c]([#6])[c][n][c](=[#8])[n]1	c1(=[#8])c([#6])c[n:2]c(=[#8])n1	[#6][c]1([c][n](#[#8])[c]([n][c]1=[#8])=[#8])
[c]1(=[#8])[c]([#6])[c][n][c](=[#8])[n]1	c1(=[#8])c([#6])cnc(=[#8])[n:2]1	[#6][c]1([c]([n](#[#8])[c]([n][c]1)=[#8])=[#8])
[#6]1(=[#8])[#7][#6](=[#8])[#6][#6][#6]1	[#6]1(=[#8])[#7:2][#6](=[#8])[#6][#6][#6]1	[#6]1([#6][#6][#6][#6]([#7]1#[#8])=[#8])=[#8]
[#6]1(=[#8])[#7][#6](=[#8])[#6][#6][#6]1	[#6]1(=[#8])[#7][#6](=[#8])[#6:2][#6][#6]1	[#6]1([#6]([#6][#6][#6]([#7]1)=[#8])#[#8])=[#8]
[#6]1(=[#8])[#7][#6](=[#8])[#6][#6][#6]1	[#6]1(=[#8])[#7][#6](=[#8])[#6][#6:2][#6]1	[#6]1([#6][#6]([#6][#6]([#7]1)=[#8])#[#8])=[#8]
[#6]1(=[#8])[#7][#6](=[#8])[#6][#6][#6]1	[#6]1(=[#8])[#7][#6](=[#8])[#6][#6][#6:2]1	[#6]1([#6]([#6][#6][#6]([#7]1)=[#8])#[#8])=[#8]
[#7]1[#6](=[#8])[#7][#6][#6]1=[#8]	[#7:2]1[#6](=[#8])[#7][#6][#6]1=[#8]	[#6]1([#6][#7][#6]([#7]1#[#8])=[#8])=[#8]
[#7]1[#6](=[#8])[#7][#6][#6]1=[#8]	[#7]1[#6](=[#8])[#7:2][#6][#6]1=[#8]	[#6]1([#6]([#7][#6]([#7]1#[#8])=[#8])=[#8])
[#7]1[#6](=[#8])[#7][#6][#6]1=[#8]	[#7]1[#6](=[#8])[#7][#6:2][#6]1=[#8]	[#6]1([#6]([#7][#6]([#7]1)=[#8])#[#8])=[#8]
[#6]1[#6]([#7][#6](=[#8])[#7][#6]1)[#7]	[#6:2]1[#6]([#7][#6](=[#8])[#7][#6]1)[#7]	[#6]1([#6]([#6]([#7][#6]([#7]1)=[#8])[#7])#[#8])
[#6]1[#6]([#7][#6](=[#8])[#7][#6]1)[#7]	[#6]1[#6:2]([#7][#6](=[#8])[#7][#6]1)[#7]	[#6]1([#6][#6]([#7][#6]([#7]1)=[#8])([#7])#[#8])
[#6]1[#6]([#7][#6](=[#8])[#7][#6]1)[#7]	[#6]1[#6]([#7:2][#6](=[#8])[#7][#6]1)[#7]	[#6]1([#6][#6][#7][#6]([#7]1#[#8])=[#8])[#7]
[#6]1[#6]([#7][#6](=[#8])[#7][#6]1)[#7]	[#6]1[#6]([#7][#6](=[#8])[#7:2][#6]1)[#7]	[#6]1([#6][#6]([#7][#6]([#7]1#[#8])=[#8])[#7])
[#6]1[#6]([#7][#6](=[#8])[#7][#6]1)[#7]	[#6]1[#6]([#7][#6](=[#8])[#7][#6:2]1)[#7]	[#6]1([#6][#6]([#7][#6]([#7]1)=[#8])[#7])#[#8]
