smarts	smarts_marked	smarts_marked_oxygen
[c]1[c][c][c]2[c]([c]1)[O][c]1[c][c][c][c][c]1[S]2	c1c[c:1][c:2]2c(c1)Oc1ccccc1S2	[S]1([c]3(#[#8])([c]([O][c]2([c]1[c][c][c][c]2))[c][c][c][c]3#[#8]))
[c]1[c][c][c]2[c]([c]1)[O][c]1[c][c][c][c][c]1[S]2	c1ccc2c(c1)[O:1][c:2]1ccccc1S2	[S]1([c]3([c]([O](#[#8])[c]2(#[#8])([c]1[c][c][c][c]2))[c][c][c][c]3))
[c]1[c][c][c]2[c]([c]1)[O][c]1[c][c][c][c][c]1[S]2	c1ccc2c(c1)Oc1cc[c:1][c:2]c1S2	[S]1([c]3([c]([O][c]2([c]1[c](#[#8])[c](#[#8])[c][c]2))[c][c][c][c]3))
[c]1[c][c][c]2[c]([c]1)[O][c]1[c][c][c][c][c]1[S]2	[c:1]1[c:2]cc2c(c1)Oc1ccccc1S2	[S]2([c]3([c]([O][c]1([c][c](#[#8])[c](#[#8])[c][c]12))[c][c][c][c]3))
[c]1[c][c][c]2[c]([c]1)[O][c]1[c][c][c][c][c]1[S]2	c1ccc2c(c1)Oc1[c:1][c:2]ccc1S2	[S]1([c]3([c]([O][c]2([c](#[#8])[c](#[#8])[c][c][c]12))[c][c][c][c]3))
[c]1[c][c][c]2[c]([c]1)[O][c]1[c][c][c][c][c]1[S]2	c1ccc2c(c1)Oc1c[c:1][c:2]cc1S2	[S]1([c]3([c]([O][c]2([c][c](#[#8])[c](#[#8])[c][c]12))[c][c][c][c]3))
[c]1[c][c][c]2[c]([c]1)[O][c]1[c][c][c][c][c]1[S]2	c1ccc2c(c1)Oc1ccc[c:1][c:2]1S2	[S]1([c]3(#[#8])([c]([O][c]2([c]1[c][c][c][c]2))[c][c][c][c]3#[#8]))
[c]1[c][c][c]2[c]([c]1)[O][c]1[c][c][c][c][c]1[S]2	[c:2]1ccc2c([c:1]1)Oc1ccccc1S2	[S]2([c]3([c]([O][c]1([c](#[#8])[c](#[#8])[c][c][c]12))[c][c][c][c]3))
[c]1[c][c][c]2[c]([c]1)[O][c]1[c][c][c][c][c]1[S]2	c1ccc2[c:1]([c:2]1)Oc1ccccc1S2	[S]2([c]3([c]([O][c]1(#[#8])([c](#[#8])[c][c][c][c]12))[c][c][c][c]3))
[#6]1([#6]2)[#6][#6]([#6][#7]2[#6]3)[#6][#6]3[#6]1	[#6]12[#6][#7]3[#6][#6]([#6]1)[#6:1][#6:2]([#6]3)[#6]2	[#6]2([#6]1([#6]([#6]3([#6][#6]([#6]1)[#6][#7]2[#6]3)#[#8])#[#8]))
[#6]1([#6]2)[#6][#6]([#6][#7]2[#6]3)[#6][#6]3[#6]1	[#6]12[#6][#7]3[#6][#6:2]([#6:1]1)[#6][#6]([#6]3)[#6]2	[#6]2([#6]1([#6]([#6]3([#6][#6]([#6]1)[#6][#7]2[#6]3)#[#8])#[#8]))
[#6]1([#6]2)[#6][#6]([#6][#7]2[#6]3)[#6][#6]3[#6]1	[#6:1]12[#6][#7]3[#6][#6]([#6:2]1)[#6][#6]([#6]3)[#6]2	[#6]2([#6]1([#6]([#6]3([#6][#6]([#6]1)[#6][#7]2[#6]3)#[#8])#[#8]))
[#6]1([#6]2)[#6][#6]([#6][#7]2[#6]3)[#6][#6]3[#6]1	[#6]12[#6][#7:1]3[#6][#6]([#6]1)[#6][#6]([#6:2]3)[#6]2	[#6]2([#6]1([#6][#6]3([#6][#6]([#6]1)[#6]([#7]2([#6]3)#[#8])#[#8])))
[#6]1([#6]2)[#6][#6]([#6][#7]2[#6]3)[#6][#6]3[#6]1	[#6:1]12[#6:2][#7]3[#6][#6]([#6]1)[#6][#6]([#6]3)[#6]2	[#6]2([#6]1([#6][#6]3([#6][#6]([#6]1)([#6]([#7]2[#6]3)#[#8])#[#8])))
[#6]1([#6]2)[#6][#6]([#6][#7]2[#6]3)[#6][#6]3[#6]1	[#6]12[#6][#7:2]3[#6:1][#6]([#6]1)[#6][#6]([#6]3)[#6]2	[#6]2([#6]1([#6][#6]3([#6][#6]([#6]1)[#6]([#7]2([#6]3)#[#8])#[#8])))
[#6]1([#6]2)[#6][#6]([#6][#7]2[#6]3)[#6][#6]3[#6]1	[#6]12[#6][#7]3[#6][#6:1]([#6]1)[#6:2][#6]([#6]3)[#6]2	[#6]2([#6]1([#6]([#6]3([#6][#6]([#6]1)[#6][#7]2[#6]3)#[#8])#[#8]))
[#6]1([#6]2)[#6][#6]([#6][#7]2[#6]3)[#6][#6]3[#6]1	[#6]12[#6][#7]3[#6][#6]([#6]1)[#6][#6:1]([#6:2]3)[#6]2	[#6]2([#6]1([#6][#6]3([#6][#6]([#6]1)([#6]([#7]2[#6]3)#[#8])#[#8])))
[#6]1([#6]2)[#6][#6]([#6][#7]2[#6]3)[#6][#6]3[#6]1	[#6]12[#6:2][#7:1]3[#6][#6]([#6]1)[#6][#6]([#6]3)[#6]2	[#6]2([#6]1([#6][#6]3([#6][#6]([#6]1)[#6]([#7]2([#6]3)#[#8])#[#8])))
[#6]1([#6]2)[#6][#6]([#6][#7]2[#6]3)[#6][#6]3[#6]1	[#6]12[#6][#7]3[#6:2][#6:1]([#6]1)[#6][#6]([#6]3)[#6]2	[#6]2([#6]1([#6][#6]3([#6][#6]([#6]1)([#6]([#7]2[#6]3)#[#8])#[#8])))
[#6]1([#6]2)[#6][#6]([#6][#7]2[#6]3)[#6][#6]3[#6]1	[#6:2]12[#6][#7]3[#6][#6]([#6]1)[#6][#6]([#6]3)[#6:1]2	[#6]2([#6]1([#6]([#6]3([#6][#6]([#6]1)[#6][#7]2[#6]3)#[#8])#[#8]))
[#6]1([#6]2)[#6][#6]([#6][#7]2[#6]3)[#6][#6]3[#6]1	[#6]12[#6][#7]3[#6][#6]([#6]1)[#6][#6:1]([#6]3)[#6:2]2	[#6]2([#6]1([#6]([#6]3([#6][#6]([#6]1)[#6][#7]2[#6]3)#[#8])#[#8]))
[#6]1([#6]2)[#6][#6]([#6][#6]2[#7;H1]3)[#6][#6]3[#6]1	[#6:2]12[#6][#6]3[#6][#6]([#6]1)[#6][#6]([#7&H1]3)[#6:1]2	[#6]1([#6]2([#6]([#6]3([#6][#6]1[#6][#6]([#6]2)[#7;H1]3))#[#8])#[#8])
[#6]1([#6]2)[#6][#6]([#6][#6]2[#7;H1]3)[#6][#6]3[#6]1	[#6]12[#6][#6]3[#6:2][#6:1]([#6]1)[#6][#6]([#7&H1]3)[#6]2	[#6]1([#6]2([#6]([#6]3([#6][#6]1[#6][#6]([#6]2)[#7;H1]3))#[#8])#[#8])
[#6]1([#6]2)[#6][#6]([#6][#6]2[#7;H1]3)[#6][#6]3[#6]1	[#6:1]12[#6:2][#6]3[#6][#6]([#6]1)[#6][#6]([#7&H1]3)[#6]2	[#6]1([#6]2([#6]([#6]3([#6][#6]1[#6][#6]([#6]2)[#7;H1]3))#[#8])#[#8])
[#6]1([#6]2)[#6][#6]([#6][#6]2[#7;H1]3)[#6][#6]3[#6]1	[#6]12[#6][#6]3[#6][#6]([#6]1)[#6][#6:1]([#7&H1:2]3)[#6]2	[#6]1([#6]2([#6][#6]3([#6][#6]1[#6][#6]([#6]2)([#7;H1]3#[#8])#[#8])))
[#6]1([#6]2)[#6][#6]([#6][#6]2[#7;H1]3)[#6][#6]3[#6]1	[#6:1]12[#6][#6]3[#6][#6]([#6:2]1)[#6][#6]([#7&H1]3)[#6]2	[#6]1([#6]2([#6][#6]3([#6][#6]1([#6][#6]([#6]2)[#7;H1]3)#[#8])))#[#8]
[#6]1([#6]2)[#6][#6]([#6][#6]2[#7;H1]3)[#6][#6]3[#6]1	[#6]12[#6][#6:2]3[#6:1][#6]([#6]1)[#6][#6]([#7&H1]3)[#6]2	[#6]1([#6]2([#6]([#6]3([#6][#6]1[#6][#6]([#6]2)[#7;H1]3)#[#8])#[#8]))
[#6]1([#6]2)[#6][#6]([#6][#6]2[#7;H1]3)[#6][#6]3[#6]1	[#6]12[#6][#6]3[#6][#6:1]([#6]1)[#6:2][#6]([#7&H1]3)[#6]2	[#6]1([#6]2([#6]([#6]3([#6][#6]1[#6][#6]([#6]2)[#7;H1]3))#[#8])#[#8])
[#6]1([#6]2)[#6][#6]([#6][#6]2[#7;H1]3)[#6][#6]3[#6]1	[#6]12[#6:2][#6:1]3[#6][#6]([#6]1)[#6][#6]([#7&H1]3)[#6]2	[#6]1([#6]2([#6]([#6]3([#6][#6]1[#6][#6]([#6]2)[#7;H1]3)#[#8])#[#8]))
[#6]1([#6]2)[#6][#6]([#6][#6]2[#7;H1]3)[#6][#6]3[#6]1	[#6]12[#6][#6]3[#6][#6:2]([#6:1]1)[#6][#6]([#7&H1]3)[#6]2	[#6]1([#6]2([#6][#6]3([#6][#6]1([#6][#6]([#6]2)[#7;H1]3)#[#8])))#[#8]
[#6]1([#6]2)[#6][#6]([#6][#6]2[#7;H1]3)[#6][#6]3[#6]1	[#6]12[#6][#6:1]3[#6][#6]([#6]1)[#6][#6]([#7&H1:2]3)[#6]2	[#6]1([#6]2([#6][#6]3([#6][#6]1[#6][#6]([#6]2)([#7;H1]3#[#8])#[#8])))
[#6]1([#6]2)[#6][#6]([#6][#6]2[#7;H1]3)[#6][#6]3[#6]1	[#6]12[#6][#6]3[#6][#6]([#6]1)[#6][#6:1]([#7&H1]3)[#6:2]2	[#6]1([#6]2([#6]([#6]3([#6][#6]1[#6][#6]([#6]2)[#7;H1]3)#[#8])#[#8]))
[#6]1([#6]2)[#6][#6]([#6][#6]2[#7;H1]3)[#6][#6]3[#6]1	[#6]12[#6][#6]3[#6][#6]([#6]1)[#6:1][#6:2]([#7&H1]3)[#6]2	[#6]1([#6]2([#6]([#6]3([#6][#6]1[#6][#6]([#6]2)[#7;H1]3)#[#8])#[#8]))
[c]12[c][c][c][c][c]1[#7][c]1[c]([c][c][c][c]1)[#8]2	c12ccccc1[#7]c1[c:1]([c:2]ccc1)[#8]2	[#7]1([c]3([c](#[#8])([#8][c]2([c]1[c][c][c][c]2))[c](#[#8])[c][c][c]3))
[c]12[c][c][c][c][c]1[#7][c]1[c]([c][c][c][c]1)[#8]2	c12cccc[c:1]1[#7:2]c1c(cccc1)[#8]2	[#7]1(#[#8])([c]3(#[#8])([c]([#8][c]2([c]1[c][c][c][c]2))[c][c][c][c]3))
[c]12[c][c][c][c][c]1[#7][c]1[c]([c][c][c][c]1)[#8]2	[c:1]12[c:2]cccc1[#7]c1c(cccc1)[#8]2	[#7]1([c]3([c](#[#8])([#8][c]2([c]1[c][c][c][c]2))[c](#[#8])[c][c][c]3))
[c]12[c][c][c][c][c]1[#7][c]1[c]([c][c][c][c]1)[#8]2	c12ccccc1[#7]c1[c:1](cccc1)[#8:2]2	[#7]1([c]3([c](#[#8])([#8](#[#8])[c]2([c]1[c][c][c][c]2))[c][c][c][c]3))
[c]12[c][c][c][c][c]1[#7][c]1[c]([c][c][c][c]1)[#8]2	c12ccccc1[#7]c1c([c:1][c:2]cc1)[#8]2	[#7]1([c]3([c]([#8][c]2([c](#[#8])[c](#[#8])[c][c][c]12))[c][c][c][c]3))
[c]12[c][c][c][c][c]1[#7][c]1[c]([c][c][c][c]1)[#8]2	[c:2]12ccccc1[#7]c1c(cccc1)[#8:1]2	[#7]1([c]3([c](#[#8])([#8](#[#8])[c]2([c]1[c][c][c][c]2))[c][c][c][c]3))
[c]12[c][c][c][c][c]1[#7][c]1[c]([c][c][c][c]1)[#8]2	c12ccccc1[#7][c:2]1c(ccc[c:1]1)[#8]2	[#7]2([c]1(#[#8])([c](#[#8])[c][c][c][c]1[#8][c]3([c]2[c][c][c][c]3)))
[c]12[c][c][c][c][c]1[#7][c]1[c]([c][c][c][c]1)[#8]2	c12ccccc1[#7]c1c(cc[c:1][c:2]1)[#8]2	[#7]2([c]1([c](#[#8])[c](#[#8])[c][c][c]1[#8][c]3([c]2[c][c][c][c]3)))
[c]12[c][c][c][c][c]1[#7][c]1[c]([c][c][c][c]1)[#8]2	c12c[c:1][c:2]cc1[#7]c1c(cccc1)[#8]2	[#7]1([c]3([c]([#8][c]2([c][c](#[#8])[c](#[#8])[c][c]12))[c][c][c][c]3))
[c]12[c][c][c][c][c]1[#7][c]1[c]([c][c][c][c]1)[#8]2	c12[c:1][c:2]ccc1[#7]c1c(cccc1)[#8]2	[#7]1([c]3([c]([#8][c]2([c](#[#8])[c](#[#8])[c][c][c]12))[c][c][c][c]3))
[c]12[c][c][c][c][c]1[#7][c]1[c]([c][c][c][c]1)[#8]2	c12ccccc1[#7][c:1]1[c:2](cccc1)[#8]2	[#7]1([c]3(#[#8])([c](#[#8])([#8][c]2([c]1[c][c][c][c]2))[c][c][c][c]3))
[c]12[c][c][c][c][c]1[#7][c]1[c]([c][c][c][c]1)[#8]2	c12cc[c:1][c:2]c1[#7]c1c(cccc1)[#8]2	[#7]2([c]1([c](#[#8])[c](#[#8])[c][c][c]1[#8][c]3([c]2[c][c][c][c]3)))
[c]12[c][c][c][c][c]1[#7][c]1[c]([c][c][c][c]1)[#8]2	c12ccccc1[#7]c1c(c[c:1][c:2]c1)[#8]2	[#7]1([c]3([c]([#8][c]2([c][c](#[#8])[c](#[#8])[c][c]12))[c][c][c][c]3))
[c]12[c][c][c][c][c]1[#7][c]1[c]([c][c][c][c]1)[#8]2	c12ccc[c:1][c:2]1[#7]c1c(cccc1)[#8]2	[#7]2([c]1(#[#8])([c](#[#8])[c][c][c][c]1[#8][c]3([c]2[c][c][c][c]3)))
[c]12[c][c][c][c][c]1[#7][c]1[c]([c][c][c][c]1)[#8]2	c12ccccc1[#7:1][c:2]1c(cccc1)[#8]2	[#7]1(#[#8])([c]3(#[#8])([c]([#8][c]2([c]1[c][c][c][c]2))[c][c][c][c]3))
[c]12[c][c][c][c][c]1[#7][c]1[c]([c][c][c][c]1)[#8]2	[c:2]12cccc[c:1]1[#7]c1c(cccc1)[#8]2	[#7]1([c]3(#[#8])([c](#[#8])([#8][c]2([c]1[c][c][c][c]2))[c][c][c][c]3))
[c]12[c][c][c][c][c]1[#7][c]1[c]([c][c][c][c]1)[#16]2	c12ccccc1[#7][c:2]1c(ccc[c:1]1)[#16]2	[#16]2([c]3([c]([#7][c]1(#[#8])([c](#[#8])[c][c][c][c]12))[c][c][c][c]3))
[c]12[c][c][c][c][c]1[#7][c]1[c]([c][c][c][c]1)[#16]2	[c:2]12ccccc1[#7]c1c(cccc1)[#16:1]2	[#16]1(#[#8])([c]3(#[#8])([c]([#7][c]2([c]1[c][c][c][c]2))[c][c][c][c]3))
[c]12[c][c][c][c][c]1[#7][c]1[c]([c][c][c][c]1)[#16]2	c12ccccc1[#7]c1c(c[c:1][c:2]c1)[#16]2	[#16]2([c]3([c]([#7][c]1([c][c](#[#8])[c](#[#8])[c][c]12))[c][c][c][c]3))
[c]12[c][c][c][c][c]1[#7][c]1[c]([c][c][c][c]1)[#16]2	c12c[c:1][c:2]cc1[#7]c1c(cccc1)[#16]2	[#16]2([c]3([c]([#7][c]1([c][c](#[#8])[c](#[#8])[c][c]12))[c][c][c][c]3))
[c]12[c][c][c][c][c]1[#7][c]1[c]([c][c][c][c]1)[#16]2	[c:1]12[c:2]cccc1[#7]c1c(cccc1)[#16]2	[#16]1([c]3(#[#8])([c]([#7][c]2([c]1[c][c][c][c]2))[c][c][c][c]3#[#8]))
[c]12[c][c][c][c][c]1[#7][c]1[c]([c][c][c][c]1)[#16]2	c12ccccc1[#7][c:1]1[c:2](cccc1)[#16]2	[#16]1([c]3(#[#8])([c]([#7][c]2([c]1[c][c][c][c]2))(#[#8])[c][c][c][c]3))
[c]12[c][c][c][c][c]1[#7][c]1[c]([c][c][c][c]1)[#16]2	c12cccc[c:1]1[#7:2]c1c(cccc1)[#16]2	[#16]1([c]3([c]([#7](#[#8])[c]2(#[#8])([c]1[c][c][c][c]2))[c][c][c][c]3))
[c]12[c][c][c][c][c]1[#7][c]1[c]([c][c][c][c]1)[#16]2	c12ccccc1[#7]c1[c:1](cccc1)[#16:2]2	[#16]1(#[#8])([c]3(#[#8])([c]([#7][c]2([c]1[c][c][c][c]2))[c][c][c][c]3))
[c]12[c][c][c][c][c]1[#7][c]1[c]([c][c][c][c]1)[#16]2	c12ccccc1[#7]c1[c:1]([c:2]ccc1)[#16]2	[#16]1([c]3(#[#8])([c]([#7][c]2([c]1[c][c][c][c]2))[c][c][c][c]3#[#8]))
[c]12[c][c][c][c][c]1[#7][c]1[c]([c][c][c][c]1)[#16]2	c12ccc[c:1][c:2]1[#7]c1c(cccc1)[#16]2	[#16]2([c]3([c]([#7][c]1(#[#8])([c](#[#8])[c][c][c][c]12))[c][c][c][c]3))
[c]12[c][c][c][c][c]1[#7][c]1[c]([c][c][c][c]1)[#16]2	[c:2]12cccc[c:1]1[#7]c1c(cccc1)[#16]2	[#16]1([c]3(#[#8])([c]([#7][c]2([c]1[c][c][c][c]2))(#[#8])[c][c][c][c]3))
[c]12[c][c][c][c][c]1[#7][c]1[c]([c][c][c][c]1)[#16]2	c12ccccc1[#7:1][c:2]1c(cccc1)[#16]2	[#16]1([c]3([c]([#7](#[#8])[c]2(#[#8])([c]1[c][c][c][c]2))[c][c][c][c]3))
[c]12[c][c][c][c][c]1[#7][c]1[c]([c][c][c][c]1)[#16]2	c12[c:1][c:2]ccc1[#7]c1c(cccc1)[#16]2	[#16]1([c]3([c]([#7][c]2([c]1[c](#[#8])[c](#[#8])[c][c]2))[c][c][c][c]3))
[c]12[c][c][c][c][c]1[#7][c]1[c]([c][c][c][c]1)[#16]2	c12ccccc1[#7]c1c(cc[c:1][c:2]1)[#16]2	[#16]2([c]3([c]([#7][c]1([c](#[#8])[c](#[#8])[c][c][c]12))[c][c][c][c]3))
[c]12[c][c][c][c][c]1[#7][c]1[c]([c][c][c][c]1)[#16]2	c12ccccc1[#7]c1c([c:1][c:2]cc1)[#16]2	[#16]1([c]3([c]([#7][c]2([c]1[c](#[#8])[c](#[#8])[c][c]2))[c][c][c][c]3))
[c]12[c][c][c][c][c]1[#7][c]1[c]([c][c][c][c]1)[#16]2	c12cc[c:1][c:2]c1[#7]c1c(cccc1)[#16]2	[#16]2([c]3([c]([#7][c]1([c](#[#8])[c](#[#8])[c][c][c]12))[c][c][c][c]3))
[c]1([c]([c][c][c][c]3)[c]3[n]2)[c]2[c][c][c][c]1	c12c3cc[c:1][c:2]c3nc1cccc2	[n]2([c]1([c](#[#8])[c](#[#8])[c][c][c]1[c]3([c]2[c][c][c][c]3)))
[c]1([c]([c][c][c][c]3)[c]3[n]2)[c]2[c][c][c][c]1	c12c3cccc[c:1]3[n:2]c1cccc2	[n]1(#[#8])([c]3(#[#8])([c]([c]2([c]1[c][c][c][c]2))[c][c][c][c]3))
[c]1([c]([c][c][c][c]3)[c]3[n]2)[c]2[c][c][c][c]1	c12c3ccccc3nc1cc[c:1][c:2]2	[n]2([c]1([c]([c](#[#8])[c](#[#8])[c][c]1)[c]3([c]2[c][c][c][c]3)))
[c]1([c]([c][c][c][c]3)[c]3[n]2)[c]2[c][c][c][c]1	c12c3ccccc3n[c:1]1[c:2]ccc2	[n]2([c]1(#[#8])([c](#[#8])[c][c][c][c]1[c]3([c]2[c][c][c][c]3)))
[c]1([c]([c][c][c][c]3)[c]3[n]2)[c]2[c][c][c][c]1	c12c3ccccc3nc1[c:1][c:2]cc2	[n]2([c]1([c](#[#8])[c](#[#8])[c][c][c]1[c]3([c]2[c][c][c][c]3)))
[c]1([c]([c][c][c][c]3)[c]3[n]2)[c]2[c][c][c][c]1	c12c3ccccc3nc1c[c:1][c:2]c2	[n]2([c]1([c][c](#[#8])[c](#[#8])[c][c]1[c]3([c]2[c][c][c][c]3)))
[c]1([c]([c][c][c][c]3)[c]3[n]2)[c]2[c][c][c][c]1	c12c3ccc[c:2][c:1]3nc1cccc2	[n]2([c]1(#[#8])([c](#[#8])[c][c][c][c]1[c]3([c]2[c][c][c][c]3)))
[c]1([c]([c][c][c][c]3)[c]3[n]2)[c]2[c][c][c][c]1	[c:1]12[c:2]3ccccc3nc1cccc2	[n]1([c]3([c](#[#8])([c]2(#[#8])([c]1[c][c][c][c]2))[c][c][c][c]3))
[c]1([c]([c][c][c][c]3)[c]3[n]2)[c]2[c][c][c][c]1	c12[c:1]3cccc[c:2]3nc1cccc2	[n]1([c]3(#[#8])([c](#[#8])([c]2([c]1[c][c][c][c]2))[c][c][c][c]3))
[c]1([c]([c][c][c][c]3)[c]3[n]2)[c]2[c][c][c][c]1	c12[c:1]3[c:2]cccc3nc1cccc2	[n]2([c]1([c](#[#8])([c](#[#8])[c][c][c]1)[c]3([c]2[c][c][c][c]3)))
[c]1([c]([c][c][c][c]3)[c]3[n]2)[c]2[c][c][c][c]1	[c:2]12c3ccccc3nc1ccc[c:1]2	[n]2([c]1([c](#[#8])([c](#[#8])[c][c][c]1)[c]3([c]2[c][c][c][c]3)))
[c]1([c]([c][c][c][c]3)[c]3[n]2)[c]2[c][c][c][c]1	c12c3[c:1][c:2]ccc3nc1cccc2	[n]2([c]1([c]([c](#[#8])[c](#[#8])[c][c]1)[c]3([c]2[c][c][c][c]3)))
[c]1([c]([c][c][c][c]3)[c]3[n]2)[c]2[c][c][c][c]1	c12c3c[c:1][c:2]cc3nc1cccc2	[n]2([c]1([c][c](#[#8])[c](#[#8])[c][c]1[c]3([c]2[c][c][c][c]3)))
[c]1([c]([c][c][c][c]3)[c]3[n]2)[c]2[c][c][c][c]1	c12c3ccccc3[n:2][c:1]1cccc2	[n]1(#[#8])([c]3(#[#8])([c]([c]2([c]1[c][c][c][c]2))[c][c][c][c]3))
[c]1([c]([c][c][c][c]3)[c]3[n]2)[c]2[c][c][c][c]1	[c:1]12c3ccccc3n[c:2]1cccc2	[n]1([c]3(#[#8])([c](#[#8])([c]2([c]1[c][c][c][c]2))[c][c][c][c]3))
[#6]1([#6]2)[#6][#6]([#6][#6]2[#7]3)[#6][#6]3[#6]1	[#6:1]12[#6][#6]3[#6][#6]([#6:2]1)[#6][#6]([#7]3)[#6]2	[#6]1([#6]2([#6][#6]3([#6][#6]1([#6][#6]([#6]2)[#7]3)#[#8])))#[#8]
[#6]1([#6]2)[#6][#6]([#6][#6]2[#7]3)[#6][#6]3[#6]1	[#6:2]12[#6][#6]3[#6][#6]([#6]1)[#6][#6]([#7]3)[#6:1]2	[#6]1([#6]2([#6]([#6]3([#6][#6]1[#6][#6]([#6]2)[#7]3))#[#8])#[#8])
[#6]1([#6]2)[#6][#6]([#6][#6]2[#7]3)[#6][#6]3[#6]1	[#6]12[#6][#6]3[#6][#6:1]([#6]1)[#6:2][#6]([#7]3)[#6]2	[#6]1([#6]2([#6]([#6]3([#6][#6]1[#6][#6]([#6]2)[#7]3))#[#8])#[#8])
[#6]1([#6]2)[#6][#6]([#6][#6]2[#7]3)[#6][#6]3[#6]1	[#6]12[#6][#6]3[#6][#6]([#6]1)[#6][#6:1]([#7]3)[#6:2]2	[#6]1([#6]2([#6]([#6]3([#6][#6]1[#6][#6]([#6]2)[#7]3)#[#8])#[#8]))
[#6]1([#6]2)[#6][#6]([#6][#6]2[#7]3)[#6][#6]3[#6]1	[#6]12[#6:2][#6:1]3[#6][#6]([#6]1)[#6][#6]([#7]3)[#6]2	[#6]1([#6]2([#6]([#6]3([#6][#6]1[#6][#6]([#6]2)[#7]3)#[#8])#[#8]))
[#6]1([#6]2)[#6][#6]([#6][#6]2[#7]3)[#6][#6]3[#6]1	[#6]12[#6][#6]3[#6][#6:2]([#6:1]1)[#6][#6]([#7]3)[#6]2	[#6]1([#6]2([#6][#6]3([#6][#6]1([#6][#6]([#6]2)[#7]3)#[#8])))#[#8]
[#6]1([#6]2)[#6][#6]([#6][#6]2[#7]3)[#6][#6]3[#6]1	[#6]12[#6][#6:1]3[#6][#6]([#6]1)[#6][#6]([#7:2]3)[#6]2	[#6]1([#6]2([#6][#6]3([#6][#6]1[#6][#6]([#6]2)([#7]3#[#8])#[#8])))
[#6]1([#6]2)[#6][#6]([#6][#6]2[#7]3)[#6][#6]3[#6]1	[#6:1]12[#6:2][#6]3[#6][#6]([#6]1)[#6][#6]([#7]3)[#6]2	[#6]1([#6]2([#6]([#6]3([#6][#6]1[#6][#6]([#6]2)[#7]3))#[#8])#[#8])
[#6]1([#6]2)[#6][#6]([#6][#6]2[#7]3)[#6][#6]3[#6]1	[#6]12[#6][#6]3[#6][#6]([#6]1)[#6:1][#6:2]([#7]3)[#6]2	[#6]1([#6]2([#6]([#6]3([#6][#6]1[#6][#6]([#6]2)[#7]3)#[#8])#[#8]))
[#6]1([#6]2)[#6][#6]([#6][#6]2[#7]3)[#6][#6]3[#6]1	[#6]12[#6][#6]3[#6][#6]([#6]1)[#6][#6:1]([#7:2]3)[#6]2	[#6]1([#6]2([#6][#6]3([#6][#6]1[#6][#6]([#6]2)([#7]3#[#8])#[#8])))
[#6]1([#6]2)[#6][#6]([#6][#6]2[#7]3)[#6][#6]3[#6]1	[#6]12[#6][#6:2]3[#6:1][#6]([#6]1)[#6][#6]([#7]3)[#6]2	[#6]1([#6]2([#6]([#6]3([#6][#6]1[#6][#6]([#6]2)[#7]3)#[#8])#[#8]))
[#6]1([#6]2)[#6][#6]([#6][#6]2[#7]3)[#6][#6]3[#6]1	[#6]12[#6][#6]3[#6:2][#6:1]([#6]1)[#6][#6]([#7]3)[#6]2	[#6]1([#6]2([#6]([#6]3([#6][#6]1[#6][#6]([#6]2)[#7]3))#[#8])#[#8])
[#6]1([#6][#6][#6]23[#6][#6][#6][#6][#6]3)[#6]2[#6][#6][#6][#6]1	[#6]12[#6][#6][#6]3([#6][#6][#6][#6][#6]3)[#6]1[#6:1][#6:2][#6][#6]2	[#6]1([#6]([#6]([#6]2([#6]([#6]1)[#6][#6][#6]32([#6][#6][#6][#6][#6]3)))#[#8])#[#8])
[#6]1([#6][#6][#6]23[#6][#6][#6][#6][#6]3)[#6]2[#6][#6][#6][#6]1	[#6]12[#6][#6][#6]3([#6:1][#6:2][#6][#6][#6]3)[#6]1[#6][#6][#6][#6]2	[#6]1([#6]([#6]([#6]2([#6][#6]1)([#6]3([#6]([#6][#6]2)[#6][#6][#6][#6]3)))#[#8])#[#8])
[#6]1([#6][#6][#6]23[#6][#6][#6][#6][#6]3)[#6]2[#6][#6][#6][#6]1	[#6]12[#6][#6][#6]3([#6][#6][#6:1][#6:2][#6]3)[#6]1[#6][#6][#6][#6]2	[#6]1([#6]([#6]([#6][#6]2([#6]1)([#6]3([#6]([#6][#6]2)[#6][#6][#6][#6]3)))#[#8])#[#8])
[#6]1([#6][#6][#6]23[#6][#6][#6][#6][#6]3)[#6]2[#6][#6][#6][#6]1	[#6:1]12[#6][#6][#6]3([#6][#6][#6][#6][#6]3)[#6:2]1[#6][#6][#6][#6]2	[#6]1([#6]2([#6]([#6][#6][#6]1)([#6]3([#6][#6]2)([#6][#6][#6][#6][#6]3))#[#8])#[#8])
[#6]1([#6][#6][#6]23[#6][#6][#6][#6][#6]3)[#6]2[#6][#6][#6][#6]1	[#6]12[#6][#6][#6]3([#6][#6:1][#6:2][#6][#6]3)[#6]1[#6][#6][#6][#6]2	[#6]1([#6]([#6]([#6][#6]2([#6]1)([#6]3([#6]([#6][#6]2)[#6][#6][#6][#6]3)))#[#8])#[#8])
[#6]1([#6][#6][#6]23[#6][#6][#6][#6][#6]3)[#6]2[#6][#6][#6][#6]1	[#6]12[#6][#6][#6:2]3([#6][#6][#6][#6][#6]3)[#6:1]1[#6][#6][#6][#6]2	[#6]1([#6]2([#6]([#6][#6][#6]1)([#6]3([#6][#6]2)([#6][#6][#6][#6][#6]3)#[#8])#[#8]))
